Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2015,Honda,Odyssey Touring Elite,Used,"$16,495 ",4.6,955,White Diamond Pearl,Truffle,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H94FB071744,V27132B,129243,4.8,4.6,4.7,4.6,4.7,4.8,SC,Dealer
2015,Honda,Civic LX,Used,"$16,405 ",4.7,85,Alabaster Silver Metallic,Black / Red,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F54FE019976,P3963,22991,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2015,Honda,Civic EX,Used,"$16,298 ",4.7,1855,Modern Steel Metallic,Black / Red,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B80FH520800,P20800,71839,4.6,4.6,4.6,4.7,4.6,4.8,VA,Dealer
2015,Honda,Crosstour EX-L,Used,"$15,898 ",4.4,1192,Kona Coffee Metallic,Black,Four-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H5XFL003187,FL003187,117013,4.7,4.8,4.6,4.5,4.7,4.8,OH,Dealer
2015,Honda,Accord LX,Used,"$15,663 ",5,598,White Orchid Pearl,Ivory,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F33FA036298,FA036298,94552,4.7,4.6,4.7,4.7,4.7,4.8,TX,Dealer
2015,Honda,Pilot EX,Used,"$15,499 ",4.8,6,Taffeta White,Gray,Front-wheel Drive,18–25,Gasoline,Automatic,Engine: 3.5L V6 24-Valve SOHC i-VTEC,5FNYF3H42FB025292,25292,102959,4.8,4.7,4.7,4.8,4.6,4.9,AZ,Dealer
2015,Honda,Fit EX,Used,"$14,996 ",4.4,1192,Alabaster Silver Metallic,Black,Front-wheel Drive,32–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H85FM730705,FM730705,77355,4.4,4.5,4.5,4.7,4.6,4.6,OH,Dealer
2015,Honda,Civic LX,Used,"$14,995 ",4.7,14,Black,Gray,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F59FE293089,A8317,94936,4.6,4.6,4.6,4.7,4.6,4.8,CT,Dealer
2015,Honda,Civic LX,Used,"$13,995 ",4.7,59,Crystal Black Pearl,Gray,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F53FE268172,268172,91904,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2015,Honda,Fit EX-L,Used,"$13,995 ",4.1,377,Black,Black,Front-wheel Drive,32–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H84FM720537,DK720537,96302,4.4,4.5,4.5,4.7,4.6,4.6,OH,Dealer
2015,Honda,CR-V Touring,Used,"$13,000 ",4.2,6,Mountain Air Metallic,Beige,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H92FL080277,C22367B,187305,4.4,4.4,4.3,4.3,4.6,4.5,IN,Dealer
2015,Honda,Civic Hybrid Base,Used,"$12,990 ",4.9,4,Crystal Black Pearl,Select,Front-wheel Drive,44–47,Hybrid,continuously variable (cvt),4 Cylinder Engine,19XFB4F21FE001033,1033,116388,4.8,4.8,5,5,5,5,AL,Dealer
2015,Honda,Civic LX,Used,"$12,890 ",4.7,1,White,Beige,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F54FE704558,NV10576,103944,4.6,4.6,4.6,4.7,4.6,4.8,CT,Dealer
2015,Honda,Accord LX,Used,"$12,875 ",4.7,858,Modern Steel Metallic,Black,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F31FA120300,CU6248,129242,4.7,4.6,4.7,4.7,4.7,4.8,KY,Dealer
2015,Honda,Civic EX,Used,"$12,777 ",4.7,38,White,Gray,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F88FE016105,9644,114011,4.6,4.6,4.6,4.7,4.6,4.8,NC,Dealer
2015,Honda,Civic EX,Used,"$12,539 ",4.1,214,Silver,Gray,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F89FE090276,87081A,121163,4.6,4.6,4.6,4.7,4.6,4.8,WI,Dealer
2015,Honda,Civic EX,Used,"$12,495 ",4.7,8,Alabaster Silver Metallic,Gray,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B80FH511353,A511353,111357,4.6,4.6,4.6,4.7,4.6,4.8,AZ,Dealer
2015,Honda,Civic EX-L,Used,"$12,300 ",5,5,Blue,Gray,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B07FH511263,103145,124500,4.6,4.6,4.6,4.7,4.6,4.8,NH,Dealer
2015,Honda,Civic LX,Used,"$12,295 ",4.7,51,Black,Black / Red,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F57FE704103,E704103,110984,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2015,Honda,Civic LX,Used,"$11,993 ",4.8,3031,Modern Steel Metallic,Black / Red,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFB2F51FH508745,508745T01,96393,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2015,Honda,Civic EX-L,Used,"$8,500 ",4.9,2653,White,Black / Red,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B07FH527267,PAT20601,194591,4.6,4.6,4.6,4.7,4.6,4.8,MD,Dealer
2014,Honda,Ridgeline SE,Used,"$28,900 ",4.6,32,Silver,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F62EB007207,51361H,33971,4.8,4.5,4.6,4.6,4.6,4.8,NC,Dealer
2014,Honda,Ridgeline RTL,Used,"$26,995 ",4.9,280,Crystal Black Pearl,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F54EB008107,8107,79839,4.8,4.5,4.6,4.6,4.6,4.8,OH,Dealer
2014,Honda,Pilot EX-L w/ Navigation,Used,"$25,998 ",4.6,4,Gray,Black,Front-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H7XEB025372,23689076,47034,4.7,4.6,4.6,4.6,4.5,4.7,CA,Dealer
2014,Honda,Ridgeline SE,Used,"$22,995 ",4.6,43,Crystal Black Pearl,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F60EB014771,P3980,88337,4.8,4.5,4.6,4.6,4.6,4.8,PA,Dealer
2014,Honda,Odyssey EX-L,Used,"$22,987 ",5,248,Blue,Beige,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H61EB091695,16044,49381,4.7,4.6,4.6,4.4,4.6,4.8,WA,Dealer
2014,Honda,Ridgeline SE,Used,"$22,850 ",4.6,90,Taffeta White,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F60EB009800,6511199B,85154,4.8,4.5,4.6,4.6,4.6,4.8,OH,Dealer
2014,Honda,Ridgeline RTL,Used,"$21,817 ",5,778,Crystal Black Pearl,Black,Four-wheel Drive,15–21,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK1F5XEB002649,E22517B,85786,4.8,4.5,4.6,4.6,4.6,4.8,PA,Dealer
2014,Honda,Civic Si,Used,"$20,996 ",4.2,241,Taffeta White,Black / Red,Front-wheel Drive,22–31,Gasoline,6-Speed Manual,2.4L I4 16V MPFI DOHC,2HGFB6E54EH702354,2400703B,47811,4.5,4.5,4.5,4.6,4.6,4.8,PA,Dealer
2014,Honda,Pilot Touring,Used,"$19,998 ",4.6,16,White,Gray,FWD,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H98EB015828,23466712,122634,4.7,4.6,4.6,4.6,4.5,4.7,VA,Dealer
2014,Honda,Odyssey EX-L,Used,"$19,990 ",5,4140,Black,Gray,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H61EB104574,B21816,72294,4.7,4.6,4.6,4.4,4.6,4.8,MA,Dealer
2014,Honda,CR-V EX-L,Used,"$19,206 ",4.4,650,Crystal Black Pearl,Black,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H71EH629930,F1211,123247,4.5,4.5,4.5,4.5,4.6,4.7,MO,Dealer
2014,Honda,Odyssey LX,Used,"$18,999 ",4.8,3534,Obsidian Blue Pearl,Gray,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H2XEB038183,W95380,75229,4.7,4.6,4.6,4.4,4.6,4.8,WI,Dealer
2014,Honda,Accord LX,Used,"$18,998 ",4.7,2,Silver,Black,FWD,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F37EA188678,23714328,87723,4.6,4.6,4.6,4.6,4.7,4.8,TX,Dealer
2014,Honda,Accord LX,Used,"$18,998 ",4.7,12,Blue,Gray,FWD,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F33EA270892,23588416,57625,4.6,4.6,4.6,4.6,4.7,4.8,IL,Dealer
2014,Honda,Ridgeline SE,Used,"$18,995 ",4.3,363,–,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F62EB007501,EB007501P,113709,4.8,4.5,4.6,4.6,4.6,4.8,KY,Dealer
2014,Honda,Civic LX,Used,"$17,989 ",5,2352,Dyno Blue Pearl,Black / Red,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFB2F5XEH517233,P12982,32917,4.5,4.5,4.5,4.6,4.6,4.8,MN,Dealer
2014,Honda,Accord Sport,Used,"$17,559 ",5,644,Silver,Black,Front-wheel Drive,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F57EA130927,L21747B,89905,4.6,4.6,4.6,4.6,4.7,4.8,NV,Dealer
2014,Honda,CR-V EX-L,Used,"$17,496 ",4.8,725,Basque Red Pearl II,Beige,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H77EL015738,EL015738P,69266,4.5,4.5,4.5,4.5,4.6,4.7,OR,Dealer
2014,Honda,CR-V LX,Used,"$16,999 ",4.5,13,Gray,Gray,Front-wheel Drive,31–31,Gasoline,Automatic 5-Speed,I4 2.4L Natural Aspiration,3CZRM3H33EG701219,701219,47863,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2014,Honda,CR-V EX-L,Used,"$16,999 ",4.5,19,Red,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H70EL037375,5258,131621,4.5,4.5,4.5,4.5,4.6,4.7,CO,Dealer
2014,Honda,CR-V EX,Used,"$16,998 ",4.5,7,Brown,Black,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H57EH686907,23434682,105979,4.5,4.5,4.5,4.5,4.6,4.7,NV,Dealer
2014,Honda,Crosstour EX-L,Used,"$16,811 ",4.8,1053,Crystal Black Pearl,Black,Four-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H53EL800783,7785Q,92830,4.8,4.8,5,4.6,4.7,4.8,IN,Dealer
2014,Honda,Odyssey Touring Elite,Used,"$16,600 ",4.4,705,White Diamond Pearl,Beige,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H9XEB107855,U25850,139077,4.7,4.6,4.6,4.4,4.6,4.8,KY,Dealer
2014,Honda,CR-V EX-L,Used,"$16,356 ",4.5,329,Polished Metal Metallic,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H75EH668598,923H0601,123010,4.5,4.5,4.5,4.5,4.6,4.7,WI,Dealer
2014,Honda,CR-V EX-L,Used,"$15,996 ",4.8,725,Crystal Black Pearl,Black,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM3H74EH516127,EH516127P,104256,4.5,4.5,4.5,4.5,4.6,4.7,OR,Dealer
2014,Honda,Pilot EX-L,Used,"$15,990 ",4.7,193,Gray,Black,Front-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H52EB004031,J23017B,101486,4.7,4.6,4.6,4.6,4.5,4.7,LA,Dealer
2014,Honda,Ridgeline RTL,Used,"$15,598 ",4.6,158,Dark Cherry Pearl,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F56EB002048,SA002048,146938,4.8,4.5,4.6,4.6,4.6,4.8,OH,Dealer
2014,Honda,CR-V EX-L,Used,"$15,000 ",4.3,334,Polished Metal Metallic,Black,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H77EH674791,53343A,101529,4.5,4.5,4.5,4.5,4.6,4.7,MO,Dealer
2014,Honda,CR-V EX,Used,"$14,181 ",4.8,2619,Maroon,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H52EL003470,Q2469,95038,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2014,Honda,Accord EX,Used,"$13,999 ",3.9,246,Gray,Black,Front-wheel Drive,24–34,Gasoline,6-Speed Manual,2.4L I4 16V GDI DOHC,1HGCR2E76EA223229,HA3229,104835,4.6,4.6,4.6,4.6,4.7,4.8,NC,Dealer
2014,Honda,Accord LX,Used,"$13,970 ",4.7,28,Modern Steel Metallic,Black,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F39EA152703,152703,71908,4.6,4.6,4.6,4.6,4.7,4.8,OH,Dealer
2014,Honda,Accord Sport,Used,"$13,500 ",4.7,6,Black,Black,Front-wheel Drive,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F54EA045270,F2156,121400,4.6,4.6,4.6,4.6,4.7,4.8,MA,Dealer
2014,Honda,Crosstour EX,Used,"$12,499 ",4.8,19,Red,Tan,Front-wheel Drive,22–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6TF3H34EL000031,31,112984,4.8,4.8,5,4.6,4.7,4.8,NC,Dealer
2014,Honda,Civic EX,Used,"$11,979 ",3.9,1075,Crystal Black Pearl,Gray,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B85EH518572,406141A,139377,4.5,4.5,4.5,4.6,4.6,4.8,MN,Dealer
2014,Honda,Pilot LX,Used,"$11,900 ",4.9,837,Modern Steel Metallic,Gray,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H27EB054631,P7048,119715,4.7,4.6,4.6,4.6,4.5,4.7,IL,Dealer
2013,Honda,Crosstour EX,Used,"$22,747 ",5,5648,White Diamond Pearl,Black,Front-wheel Drive,20–30,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF1H30DL003589,230424A,32548,4.8,4.6,4.7,4.6,4.6,4.8,FL,Dealer
2013,Honda,Pilot EX-L,Used,"$21,978 ",4.5,44,Taffeta White,Gray,Front-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H59DB041043,P6801,48298,4.6,4.5,4.4,4.6,4.4,4.7,FL,Dealer
2013,Honda,Ridgeline Sport,Used,"$20,000 ",4.5,950,Alabaster Silver Metallic,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F75DB003157,KS884,72244,4.8,4.5,4.6,4.6,4.6,4.9,IL,Dealer
2013,Honda,Civic Si,Used,"$19,999 ",4.9,2598,Polished Metal Metallic,Gray,Front-wheel Drive,22–31,Gasoline,Close-Ratio 6-Speed Manual,4 Cylinder Engine,2HGFG4A58DH700696,3700696,14722,4.5,4.5,4.4,4.7,4.6,4.8,CO,Dealer
2013,Honda,Ridgeline RTL,Used,"$18,995 ",4.7,46,red,Beige,Four-wheel Drive,15–21,Gasoline,"Automatic, 5-Spd",V6 Cylinder Engine,5FPYK1F51DB018303,18303,66120,4.8,4.5,4.6,4.6,4.6,4.9,IL,Dealer
2013,Honda,CR-V EX-L,Used,"$17,995 ",4.7,267,White,Beige,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H70DL002070,V1901A,65526,4.5,4.5,4.5,4.5,4.5,4.6,TX,Dealer
2013,Honda,Pilot EX-L w/ Navigation,Used,"$17,995 ",4.4,394,Polished Metal Metallic,Black,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H79DB072431,1372431,88292,4.6,4.5,4.4,4.6,4.4,4.7,CT,Dealer
2013,Honda,Accord LX-S,Used,"$16,999 ",4.5,182,Black,Black,Front-wheel Drive,26–35,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCT1B38DA016465,7702,87820,4.4,4.4,4.5,4.5,4.6,4.6,WA,Dealer
2013,Honda,Odyssey Touring,Used,"$16,998 ",4.6,119,Gray,Truffle,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H97DB042591,DB042591,81760,4.8,4.5,4.5,4.3,4.5,4.6,TX,Dealer
2013,Honda,CR-V EX,Used,"$16,950 ",4.5,12,Polished Metal Metallic,Gray,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H54DL001499,4309883,96444,4.5,4.5,4.5,4.5,4.5,4.6,TX,Dealer
2013,Honda,Pilot EX-L,Used,"$16,697 ",4.5,20,Crystal Black Pearl,Gray,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H52DB007693,HO7527A,120622,4.6,4.5,4.4,4.6,4.4,4.7,NC,Dealer
2013,Honda,Civic EX-L,Used,"$15,998 ",4.6,11,Gray,Gray,FWD,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFG3B0XDH523890,23736372,90876,4.5,4.5,4.4,4.7,4.6,4.8,CO,Dealer
2013,Honda,Civic EX-L,Used,"$15,980 ",4.9,455,Dyno Blue Pearl,Gray,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFB2F93DE287210,12778,56964,4.5,4.5,4.4,4.7,4.6,4.8,CA,Dealer
2013,Honda,CR-V LX,Used,"$14,998 ",4.5,2,White,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H30DL061221,23466173,124293,4.5,4.5,4.5,4.5,4.5,4.6,VA,Dealer
2013,Honda,Accord Sport,Used,"$14,550 ",4.5,389,Champagne Frost Pearl,Black,Front-wheel Drive,26–35,Gasoline,CVT TRANSMISSION,4 Cylinder Engine,1HGCR2F50DA071976,71976,84438,4.4,4.4,4.5,4.5,4.6,4.6,PA,Dealer
2013,Honda,Crosstour EX-L,Used,"$14,309 ",4.6,151,White,Black,Front-wheel Drive,22–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6TF3H51DL002478,PN3548,96457,4.8,4.6,4.7,4.6,4.6,4.8,VA,Dealer
2013,Honda,Civic LX,Used,"$13,999 ",4.6,197,Alabaster Silver Metallic,Gray,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFB2F56DH564354,K2302301,89772,4.5,4.5,4.4,4.7,4.6,4.8,WA,Dealer
2013,Honda,CR-V EX,Used,"$13,995 ",5,65,Gray,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H50DL045845,5845,102000,4.5,4.5,4.5,4.5,4.5,4.6,NY,Dealer
2013,Honda,Odyssey EX,Used,"$13,995 ",4.6,18,Dark Cherry Pearl,Silver,Front-wheel Drive,18–27,Gasoline,Automatic,V6 Cylinder Engine,5FNRL5H47DB089057,2842,117837,4.8,4.5,4.5,4.3,4.5,4.6,WI,Dealer
2013,Honda,Accord LX,Used,"$13,988 ",4.5,15,Maroon,Parchment,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F37DA009439,214080,109758,4.4,4.4,4.5,4.5,4.6,4.6,IN,Dealer
2013,Honda,Pilot EX-L,Used,"$13,490 ",4.5,4,Silver,Black,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H50DB053913,53913,151976,4.6,4.5,4.4,4.6,4.4,4.7,PA,Dealer
2013,Honda,Civic LX,Used,"$12,988 ",4.8,1022,Gray,Black,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFB2F57DH574925,U57329A,103750,4.5,4.5,4.4,4.7,4.6,4.8,TX,Dealer
2013,Honda,CR-V LX,Used,"$12,908 ",4.2,1628,Basque Red Pearl II,Gray,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H31DL004388,DL004388,121156,4.5,4.5,4.5,4.5,4.5,4.6,UT,Dealer
2013,Honda,CR-Z Base (M6),Used,"$12,599 ",4.8,1727,White,Black,Front-wheel Drive,31–38,Hybrid,Manual,Gas/Electric I4 1.5L/91,JHMZF1C46DS003780,6AW247T,68265,4.4,4.5,4.5,4.4,4.8,4.7,MN,Dealer
2013,Honda,Insight,Used,"$12,490 ",5,2352,Mediterranean Blue Pearl,Gray,Front-wheel Drive,41–44,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,JHMZE2H72DS002654,P13159A,102127,4.4,4.5,4.3,4.6,4.4,4.6,MN,Dealer
2013,Honda,Civic Hybrid,Used,"$11,998 ",4.1,12,Gray,Beige,Front-wheel Drive,44–44,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,19XFB4F22DE201495,W35525,105301,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
2013,Honda,Insight LX,Used,"$11,943 ",4.9,1351,White,Gray,Front-wheel Drive,41–44,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,JHMZE2H55DS001027,B023785A,60481,4.4,4.5,4.3,4.6,4.4,4.6,FL,Dealer
2013,Honda,Civic Hybrid Base w/Leather (CVT),Used,"$10,456 ",2.9,113,Alabaster Silver Metallic,Gray,Front-wheel Drive,44–44,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,19XFB4F30DE203559,221395,116826,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
2012,Honda,CR-V EX-L,Used,"$18,998 ",4.5,5,Gray,Cream,AWD,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H71CL065182,23563079,86591,4.5,4.5,4.4,4.6,4.5,4.7,NY,Dealer
2012,Honda,Pilot Touring,Used,"$17,998 ",4.6,24,Gray,Tan,FWD,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H97CB012450,23535774,117290,4.6,4.5,4.5,4.5,4.5,4.7,CA,Dealer
2012,Honda,CR-V EX-L,Used,"$17,000 ",4.3,705,Polished Metal Metallic,Black,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H72CL038685,3C0563A,94225,4.5,4.5,4.4,4.6,4.5,4.7,CO,Dealer
2012,Honda,Civic Hybrid,Used,"$15,998 ",3.9,6,Gray,Gray,Front-wheel Drive,44–44,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,JHMFB4F20CS004254,23757238,75878,3.9,4,3.7,4,4,4,CA,Dealer
2012,Honda,Accord SE,Used,"$15,990 ",4.5,24,Alabaster Silver Metallic,Black,Front-wheel Drive,23–34,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP2F66CA106341,A12H6341,71965,4.4,4.4,4.5,4.6,4.5,4.7,SD,Dealer
2012,Honda,Ridgeline RT,Used,"$15,950 ",5,35,Black,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F20CB452250,11773,65667,4.9,4.6,4.6,4.7,4.9,5,NE,Dealer
2012,Honda,CR-V LX,Used,"$14,998 ",4.5,8,White,Gray,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H39CL018425,22887803,98545,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2012,Honda,Accord EX-L,Used,"$14,990 ",5,1052,Polished Metal Metallic,Gray,Front-wheel Drive,23–34,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP2F86CA030587,CA030587,76881,4.4,4.4,4.5,4.6,4.5,4.7,TX,Dealer
2012,Honda,CR-V EX-L,Used,"$14,795 ",4.5,44,Blue,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H79CL017266,65073896,89782,4.5,4.5,4.4,4.6,4.5,4.7,NY,Dealer
2012,Honda,Civic LX,Used,"$13,995 ",4.5,1,Black,Gray,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFB2F57CE377150,100660,98917,4.3,4.3,4.4,4.6,4.5,4.8,CA,Dealer
2012,Honda,Civic EX,Used,"$12,999 ",4.5,310,Polished Metal Metallic,Gray,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFB2F8XCE019020,19020,85453,4.3,4.3,4.4,4.6,4.5,4.8,WA,Dealer
2012,Honda,CR-V EX,Used,"$12,990 ",4.5,364,Blue,Blue,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRM3H51CC003914,220868,156155,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2012,Honda,CR-V EX,Used,"$10,917 ",4.5,1,Silver,Beige,Front-wheel Drive,23–31,Gasoline,5-SPEED A/T,4 Cylinder Engine,JHLRM3H54CC013143,CC013143,143674,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
